empleado_id,fecha,hora_inicio,hora_fin,tipo_turno,ubicacion,notas
E407,2024-12-06,17:54,23:54,Mañana,Almacén,
E895,2024-05-23,16:51,00:51,Noche,Oficina Central,
E642,2024-12-05,07:34,14:34,Tarde,Planta de Producción,
E1182,2024-09-21,23:15,06:15,Tarde,Oficina Central,
E323,2024-10-15,20:58,04:58,Tarde,Planta de Producción,
E336,2024-12-14,19:35,03:35,Libre,Almacén,
E152,2024-06-09,02:47,08:47,Mañana,Oficina Remota,
E007,2024-11-22,01:44,08:44,Noche,Oficina Remota,
E821,2025-04-13,17:11,23:11,Mañana,Planta de Producción,Qui quaerat odit.
E126,2024-08-02,15:13,23:13,Mañana,Oficina Central,
E403,2025-01-16,22:01,04:01,Mañana,Almacén,
E153,2024-07-07,18:32,00:32,Noche,Oficina Central,
E1199,2024-10-26,10:09,16:09,Noche,Oficina Central,
E001,2024-06-27,19:27,03:27,Noche,Almacén,Magnam deleniti officia distinctio.
E1043,2025-03-04,16:40,23:40,Libre,Oficina Central,
E417,2025-01-25,09:11,15:11,Libre,Oficina Central,
E237,2025-04-03,07:29,14:29,Mañana,Oficina Central,
E1066,2024-05-24,19:48,01:48,Noche,Almacén,Qui accusamus optio omnis occaecati dolor.
E102,2024-09-25,19:37,03:37,Mañana,Oficina Remota,
E161,2025-01-23,21:47,04:47,Tarde,Planta de Producción,
E580,2024-10-05,03:17,09:17,Mañana,Oficina Central,
E746,2024-12-17,04:10,10:10,Tarde,Almacén,Cum adipisci autem.
E1060,2024-10-18,20:52,03:52,Mañana,Almacén,
E549,2024-06-20,09:08,15:08,Tarde,Planta de Producción,
E109,2024-05-10,16:10,00:10,Libre,Planta de Producción,
E536,2024-07-16,01:22,08:22,Tarde,Almacén,
E137,2024-07-31,09:27,15:27,Noche,Oficina Remota,
E1096,2025-03-20,19:09,02:09,Libre,Planta de Producción,
E973,2025-02-21,00:32,07:32,Tarde,Oficina Central,
E400,2024-09-19,15:02,21:02,Mañana,Oficina Central,
E699,2024-09-26,10:12,17:12,Libre,Oficina Remota,
E1168,2025-04-04,21:54,04:54,Mañana,Oficina Central,
E389,2024-06-16,09:01,15:01,Libre,Oficina Central,
E603,2024-06-21,04:54,12:54,Noche,Planta de Producción,
E812,2024-05-10,21:34,05:34,Mañana,Oficina Remota,
E397,2024-06-16,15:17,23:17,Libre,Almacén,
E516,2024-06-19,20:36,02:36,Tarde,Almacén,
E044,2024-10-28,02:03,09:03,Mañana,Planta de Producción,
E898,2024-08-01,10:35,18:35,Noche,Oficina Remota,
E802,2024-09-26,19:30,01:30,Tarde,Almacén,
E1018,2024-10-29,17:56,00:56,Noche,Planta de Producción,
E1046,2025-02-23,00:30,07:30,Mañana,Oficina Remota,
E921,2024-08-23,08:52,14:52,Mañana,Oficina Central,
E298,2024-06-03,17:03,23:03,Noche,Almacén,
E709,2024-06-24,20:41,02:41,Mañana,Oficina Remota,
E411,2025-02-25,22:51,06:51,Mañana,Oficina Remota,Quibusdam qui aspernatur consequuntur.
E346,2024-08-05,03:31,11:31,Noche,Almacén,
E051,2024-11-28,13:25,20:25,Mañana,Oficina Central,
E1152,2024-11-29,16:05,23:05,Mañana,Oficina Central,
E174,2024-09-29,05:44,11:44,Noche,Planta de Producción,
E713,2024-05-02,03:41,11:41,Noche,Almacén,
E969,2024-06-25,08:38,16:38,Libre,Oficina Remota,
E627,2024-06-25,22:07,06:07,Noche,Oficina Remota,
E024,2024-11-18,14:35,20:35,Noche,Planta de Producción,
E884,2024-12-21,00:35,07:35,Noche,Oficina Remota,
E1062,2024-06-01,17:45,01:45,Tarde,Oficina Central,
E924,2024-04-22,09:00,15:00,Libre,Almacén,Minima ad itaque.
E007,2024-09-01,07:14,14:14,Mañana,Oficina Remota,
E381,2025-02-21,02:56,09:56,Tarde,Almacén,
E458,2024-06-20,11:07,18:07,Noche,Planta de Producción,
E011,2024-08-30,17:45,01:45,Noche,Oficina Remota,Iusto officia ipsa adipisci maiores atque.
E829,2024-12-18,22:23,05:23,Noche,Almacén,
E019,2025-04-20,04:56,11:56,Mañana,Almacén,
E537,2024-08-16,21:44,05:44,Noche,Oficina Remota,
E1053,2025-01-16,19:28,03:28,Noche,Planta de Producción,
E038,2024-10-19,17:55,23:55,Tarde,Oficina Remota,
E002,2025-04-18,06:10,14:10,Mañana,Planta de Producción,
E431,2024-05-27,23:11,05:11,Noche,Oficina Remota,
E694,2024-06-30,21:12,05:12,Mañana,Oficina Remota,
E1118,2025-03-03,04:26,10:26,Libre,Planta de Producción,
E1196,2024-05-18,18:36,02:36,Noche,Oficina Remota,
E922,2025-03-23,04:51,12:51,Mañana,Planta de Producción,
E071,2025-02-10,09:43,15:43,Mañana,Oficina Central,
E485,2025-01-19,10:15,17:15,Tarde,Oficina Remota,
E1090,2024-10-31,18:46,00:46,Noche,Almacén,
E1020,2024-08-23,04:31,10:31,Mañana,Oficina Remota,
E1121,2024-12-21,07:33,15:33,Noche,Planta de Producción,
E044,2024-08-25,12:48,20:48,Noche,Oficina Central,
E241,2025-03-25,07:22,15:22,Mañana,Planta de Producción,
E803,2024-12-30,01:00,08:00,Mañana,Oficina Remota,
E040,2024-05-07,19:10,03:10,Mañana,Planta de Producción,
E632,2024-09-18,09:05,17:05,Noche,Almacén,
E227,2024-06-27,11:10,19:10,Noche,Almacén,
E849,2024-11-09,00:02,06:02,Tarde,Planta de Producción,
E186,2024-08-02,05:26,12:26,Libre,Planta de Producción,
E426,2024-12-23,19:18,01:18,Noche,Oficina Remota,
E140,2024-10-25,18:00,00:00,Mañana,Oficina Central,
E285,2025-02-06,17:24,23:24,Mañana,Oficina Remota,
E636,2025-04-11,18:11,00:11,Tarde,Oficina Remota,
E545,2024-04-28,10:25,18:25,Mañana,Oficina Central,
E151,2025-03-22,02:31,09:31,Noche,Oficina Remota,
E489,2024-11-11,19:11,03:11,Noche,Planta de Producción,
E691,2024-07-18,13:44,20:44,Tarde,Oficina Central,
E476,2024-10-10,07:44,13:44,Tarde,Planta de Producción,
E321,2025-02-25,16:55,23:55,Mañana,Almacén,Dolore rem odit libero similique beatae.
E599,2024-09-27,19:29,01:29,Tarde,Oficina Remota,
E1033,2024-12-25,14:49,21:49,Tarde,Oficina Remota,
E703,2025-01-04,00:46,08:46,Mañana,Oficina Remota,
E476,2025-03-18,02:51,09:51,Libre,Almacén,
E570,2025-03-25,05:53,13:53,Mañana,Almacén,
E291,2024-08-04,20:55,04:55,Tarde,Oficina Remota,Beatae alias accusantium vitae.
E253,2025-01-07,05:36,11:36,Noche,Almacén,
E1193,2024-10-29,00:10,08:10,Noche,Oficina Central,Dolorem recusandae nesciunt facilis ut.
E567,2024-12-07,09:23,16:23,Noche,Oficina Remota,
E824,2024-12-03,11:17,18:17,Tarde,Almacén,
E215,2024-07-08,20:39,03:39,Noche,Oficina Central,
E537,2025-03-02,15:41,22:41,Noche,Planta de Producción,
E320,2025-03-24,23:15,07:15,Mañana,Oficina Remota,
E173,2024-06-23,15:49,23:49,Noche,Oficina Remota,
E555,2024-06-12,09:46,16:46,Tarde,Almacén,
E399,2024-12-06,08:18,14:18,Libre,Oficina Central,
E1115,2025-03-01,21:01,05:01,Tarde,Oficina Remota,
E178,2025-03-19,06:44,12:44,Noche,Oficina Remota,Suscipit quod animi omnis vero.
E330,2025-02-12,08:58,15:58,Mañana,Oficina Central,
E050,2025-03-06,10:04,18:04,Mañana,Planta de Producción,
E816,2024-07-14,06:41,14:41,Libre,Oficina Remota,
E1108,2024-05-31,10:27,18:27,Mañana,Almacén,
E243,2025-01-24,11:04,19:04,Libre,Oficina Remota,
E707,2025-02-07,22:09,05:09,Libre,Oficina Central,
E460,2025-01-29,13:41,20:41,Noche,Oficina Central,
E012,2024-09-29,09:22,16:22,Libre,Oficina Remota,
E387,2024-11-05,12:05,19:05,Noche,Planta de Producción,
E154,2024-12-18,03:51,11:51,Libre,Oficina Remota,Quasi itaque officiis laudantium vero veritatis.
E458,2024-10-10,11:15,18:15,Mañana,Oficina Central,
E982,2024-10-31,07:01,14:01,Libre,Oficina Central,
E244,2024-07-28,14:18,22:18,Mañana,Almacén,
E688,2024-08-20,11:16,19:16,Mañana,Almacén,
E747,2024-05-13,11:01,19:01,Mañana,Oficina Remota,
E422,2024-09-05,08:10,16:10,Tarde,Almacén,
E360,2024-08-02,10:06,18:06,Libre,Almacén,
E996,2024-08-17,00:22,08:22,Mañana,Oficina Central,
E321,2024-10-05,05:36,11:36,Libre,Oficina Remota,
E263,2025-02-21,07:34,14:34,Tarde,Oficina Remota,
E560,2025-04-01,23:04,05:04,Tarde,Planta de Producción,
E175,2025-03-17,05:25,12:25,Libre,Almacén,
E920,2024-09-23,11:35,19:35,Libre,Almacén,
E287,2025-02-10,10:36,18:36,Noche,Almacén,Dicta velit odit.
E138,2025-04-02,19:06,01:06,Libre,Planta de Producción,
E772,2024-09-12,10:21,17:21,Tarde,Oficina Central,
E1172,2024-10-24,07:12,14:12,Mañana,Oficina Remota,
E271,2024-11-20,12:36,18:36,Noche,Planta de Producción,
E697,2025-04-13,14:01,22:01,Libre,Oficina Remota,
E988,2024-09-07,13:48,19:48,Noche,Oficina Central,
E329,2024-09-03,10:29,16:29,Libre,Oficina Remota,
E421,2024-12-04,20:49,02:49,Libre,Planta de Producción,
E850,2024-05-25,01:47,07:47,Noche,Oficina Central,
E118,2024-06-24,03:21,09:21,Libre,Oficina Central,
E249,2025-01-23,13:15,21:15,Mañana,Oficina Remota,
E659,2024-12-25,07:03,15:03,Mañana,Planta de Producción,
E762,2024-12-01,12:18,19:18,Mañana,Almacén,
E851,2024-08-13,06:59,14:59,Tarde,Planta de Producción,
E936,2024-08-04,02:25,09:25,Libre,Almacén,
E991,2024-12-09,21:02,04:02,Noche,Oficina Central,
E1148,2024-06-23,19:50,03:50,Noche,Planta de Producción,
E853,2025-02-27,14:37,20:37,Noche,Oficina Remota,
E528,2025-03-04,05:55,11:55,Mañana,Planta de Producción,
E592,2025-01-31,22:52,06:52,Tarde,Almacén,
E036,2025-03-17,14:23,20:23,Libre,Planta de Producción,
E686,2025-02-05,18:27,02:27,Libre,Planta de Producción,Aut officiis beatae earum exercitationem iure.
E739,2024-06-30,11:15,17:15,Noche,Almacén,
E013,2024-04-22,21:18,04:18,Tarde,Oficina Central,
E159,2024-05-08,19:52,03:52,Mañana,Oficina Remota,
E1003,2024-08-21,14:03,22:03,Tarde,Planta de Producción,
E146,2024-09-19,05:19,11:19,Noche,Planta de Producción,
E688,2024-06-08,22:08,06:08,Libre,Planta de Producción,
E008,2024-12-14,04:46,12:46,Mañana,Oficina Central,
E640,2025-02-15,07:01,13:01,Tarde,Oficina Central,
E547,2024-08-15,15:58,23:58,Mañana,Oficina Central,
E787,2025-02-11,01:03,09:03,Noche,Planta de Producción,
E785,2024-06-04,08:53,16:53,Libre,Planta de Producción,
E589,2024-05-02,01:15,09:15,Tarde,Oficina Remota,
E354,2025-04-03,11:33,17:33,Noche,Almacén,
E117,2024-10-01,06:30,12:30,Tarde,Almacén,
E641,2024-10-15,09:24,16:24,Libre,Oficina Central,
E144,2024-11-24,15:52,21:52,Noche,Oficina Central,
E119,2024-07-27,18:02,01:02,Mañana,Planta de Producción,
E931,2025-01-02,00:18,06:18,Noche,Almacén,
E1118,2024-06-26,06:58,12:58,Mañana,Oficina Remota,
E407,2024-10-26,20:25,04:25,Libre,Planta de Producción,
E519,2024-09-19,11:55,18:55,Noche,Oficina Remota,
E105,2025-04-15,21:05,05:05,Noche,Planta de Producción,
E790,2025-04-17,02:26,09:26,Tarde,Planta de Producción,
E1032,2024-12-29,14:31,22:31,Libre,Oficina Central,
E132,2025-01-07,17:21,23:21,Noche,Oficina Remota,
E739,2024-09-20,21:54,04:54,Libre,Oficina Remota,
E748,2024-09-24,17:04,23:04,Tarde,Oficina Central,
E712,2025-04-04,20:38,02:38,Mañana,Oficina Remota,
E746,2024-10-24,05:35,12:35,Tarde,Oficina Central,
E884,2024-04-30,08:56,15:56,Noche,Almacén,
E705,2025-04-21,22:45,06:45,Libre,Oficina Remota,
E901,2024-07-23,19:14,01:14,Mañana,Planta de Producción,
E681,2025-01-30,03:55,10:55,Libre,Oficina Central,
E421,2025-01-16,18:22,02:22,Tarde,Oficina Remota,
E369,2025-01-28,13:14,19:14,Noche,Oficina Remota,
E217,2024-07-20,22:19,06:19,Tarde,Oficina Remota,
E571,2024-12-01,10:56,18:56,Tarde,Oficina Remota,
E511,2024-11-07,16:33,22:33,Noche,Oficina Central,
E326,2024-12-30,02:19,09:19,Tarde,Planta de Producción,
E537,2024-08-17,22:37,06:37,Libre,Oficina Remota,
E072,2024-08-21,16:58,00:58,Mañana,Oficina Central,
E1022,2025-03-17,22:08,05:08,Noche,Almacén,
E327,2025-03-03,12:09,19:09,Tarde,Oficina Central,
E778,2024-10-25,08:19,14:19,Libre,Planta de Producción,Commodi amet quasi quibusdam.
E156,2025-01-22,08:35,14:35,Libre,Oficina Remota,Consequatur iusto asperiores ullam fugit.
E555,2024-10-06,09:23,15:23,Noche,Planta de Producción,
E567,2025-02-14,21:15,05:15,Noche,Planta de Producción,
E551,2024-06-15,15:15,21:15,Tarde,Planta de Producción,
E483,2024-09-19,18:32,00:32,Noche,Oficina Remota,
E553,2025-04-04,03:36,11:36,Noche,Almacén,Asperiores eius quibusdam.
E1011,2025-02-07,00:17,08:17,Libre,Oficina Remota,
E1124,2024-05-18,13:46,21:46,Mañana,Oficina Central,
E876,2024-11-30,02:31,09:31,Tarde,Planta de Producción,
E851,2025-04-02,09:33,17:33,Mañana,Almacén,Maiores at optio minus placeat.
E569,2025-01-14,09:43,15:43,Noche,Almacén,
E597,2024-12-16,06:02,14:02,Tarde,Oficina Central,
E814,2024-10-09,13:39,20:39,Tarde,Planta de Producción,
E332,2025-02-06,01:37,07:37,Noche,Oficina Remota,
E735,2024-11-20,16:28,22:28,Libre,Oficina Central,
E829,2025-04-01,12:10,19:10,Mañana,Oficina Remota,
E787,2025-03-03,02:19,10:19,Tarde,Oficina Central,
E639,2025-03-01,14:55,20:55,Libre,Oficina Central,Officia reprehenderit magni praesentium molestias consectetur.
E581,2024-10-29,13:22,19:22,Noche,Oficina Remota,
E490,2024-07-03,22:14,05:14,Tarde,Almacén,
E1164,2024-07-02,18:31,02:31,Mañana,Oficina Remota,
E021,2024-12-17,21:46,03:46,Noche,Almacén,
E192,2024-06-06,11:13,19:13,Libre,Almacén,
E237,2024-04-25,18:39,02:39,Libre,Planta de Producción,
E341,2024-10-07,15:47,22:47,Tarde,Oficina Central,
E998,2024-11-15,14:24,20:24,Tarde,Oficina Central,
E402,2024-09-24,16:25,22:25,Noche,Oficina Central,
E461,2024-05-15,11:06,19:06,Mañana,Almacén,Possimus quos molestiae.
E990,2024-08-14,06:45,14:45,Libre,Oficina Central,
E135,2024-12-24,12:00,20:00,Libre,Oficina Remota,Repudiandae nihil eligendi quaerat quod quis.
E733,2024-08-28,12:23,19:23,Noche,Oficina Central,
E551,2024-10-05,14:04,20:04,Libre,Planta de Producción,
E437,2024-06-28,06:45,12:45,Tarde,Oficina Remota,
E1062,2024-11-06,08:11,14:11,Tarde,Almacén,
E1066,2024-07-03,18:32,02:32,Mañana,Planta de Producción,Odio minus esse.
E990,2024-10-30,16:26,22:26,Noche,Oficina Remota,
E897,2024-07-29,08:54,14:54,Libre,Planta de Producción,
E255,2024-05-01,18:23,02:23,Libre,Oficina Central,
E1005,2024-08-09,01:51,07:51,Libre,Oficina Remota,
E533,2024-10-09,19:19,02:19,Noche,Planta de Producción,
E499,2025-01-24,00:27,07:27,Noche,Oficina Remota,
E1113,2024-06-18,03:01,09:01,Tarde,Almacén,
E1194,2025-02-11,06:09,12:09,Mañana,Planta de Producción,
E484,2024-04-26,17:41,23:41,Noche,Planta de Producción,
E206,2024-06-15,18:16,00:16,Mañana,Oficina Central,
E099,2024-10-08,23:50,05:50,Noche,Planta de Producción,
E335,2024-11-26,06:39,14:39,Noche,Oficina Central,
E853,2024-10-17,16:21,00:21,Mañana,Almacén,
E1114,2024-08-16,00:45,07:45,Mañana,Planta de Producción,
E853,2024-10-06,22:05,06:05,Mañana,Oficina Central,
E028,2024-05-22,08:23,15:23,Mañana,Planta de Producción,
E642,2024-11-04,23:11,07:11,Libre,Oficina Central,
E175,2024-08-26,08:58,16:58,Tarde,Oficina Central,
E438,2025-04-20,23:56,06:56,Libre,Oficina Remota,
E707,2024-08-06,14:54,20:54,Libre,Oficina Remota,
E993,2024-10-05,03:45,11:45,Noche,Oficina Remota,
E699,2024-07-26,01:00,07:00,Mañana,Almacén,
E690,2025-03-25,13:51,19:51,Noche,Almacén,
E085,2025-03-29,18:32,00:32,Libre,Oficina Remota,
E622,2025-02-24,21:29,05:29,Libre,Oficina Remota,Repellat unde deleniti porro perspiciatis.
E202,2024-07-16,09:14,15:14,Mañana,Oficina Central,
E1071,2025-01-24,00:47,08:47,Tarde,Oficina Remota,
E920,2025-02-09,22:08,04:08,Noche,Oficina Remota,
E900,2024-09-25,08:04,15:04,Mañana,Almacén,
E123,2024-06-22,17:38,23:38,Noche,Oficina Central,
E974,2025-02-01,03:37,11:37,Tarde,Oficina Remota,
E1199,2024-08-01,13:53,19:53,Noche,Oficina Remota,
E867,2024-08-08,19:32,01:32,Libre,Almacén,
E279,2024-04-29,03:43,09:43,Tarde,Oficina Remota,Inventore dolore iure veritatis dolore modi.
E897,2025-01-25,16:30,22:30,Libre,Almacén,
E591,2024-06-03,00:30,08:30,Libre,Almacén,
E1091,2025-03-29,23:15,05:15,Libre,Planta de Producción,
E669,2024-05-12,13:10,19:10,Libre,Planta de Producción,Laboriosam tempora atque.
E777,2024-12-20,05:31,13:31,Mañana,Oficina Central,
E1046,2025-01-17,10:02,16:02,Mañana,Oficina Remota,
E921,2024-05-07,14:47,21:47,Tarde,Planta de Producción,
E296,2024-06-21,14:01,22:01,Tarde,Oficina Central,
E957,2024-08-04,00:02,07:02,Tarde,Oficina Central,
E425,2024-08-18,16:44,00:44,Libre,Planta de Producción,
E130,2025-04-18,13:56,21:56,Tarde,Planta de Producción,Blanditiis veritatis voluptas veniam perferendis qui.
E320,2024-12-03,13:11,21:11,Mañana,Almacén,
E1063,2025-04-07,07:04,13:04,Noche,Almacén,
E042,2024-10-15,06:56,13:56,Noche,Oficina Central,
E173,2024-06-03,04:32,10:32,Libre,Planta de Producción,
E782,2024-09-06,05:48,13:48,Tarde,Planta de Producción,
E671,2024-06-30,02:09,08:09,Mañana,Oficina Remota,
E1114,2024-10-05,05:41,11:41,Libre,Planta de Producción,
E499,2024-07-09,02:29,09:29,Tarde,Almacén,
E384,2025-02-10,21:46,03:46,Tarde,Oficina Remota,
E512,2024-09-30,18:54,00:54,Tarde,Almacén,Molestiae veritatis ipsa autem.
E1009,2024-06-12,10:20,18:20,Noche,Oficina Remota,
E109,2024-07-06,16:51,23:51,Mañana,Oficina Central,
E412,2025-01-31,09:52,17:52,Mañana,Oficina Central,
E752,2024-10-14,04:29,11:29,Mañana,Planta de Producción,
E745,2024-11-27,03:26,11:26,Libre,Planta de Producción,Occaecati molestias consectetur.
E576,2024-10-09,02:25,10:25,Libre,Planta de Producción,
E519,2024-06-22,09:07,17:07,Noche,Oficina Central,
E051,2024-08-26,20:53,04:53,Libre,Planta de Producción,
E743,2025-04-11,09:00,17:00,Noche,Oficina Central,
E667,2025-03-06,13:37,21:37,Tarde,Planta de Producción,
E046,2024-05-17,08:44,14:44,Libre,Oficina Central,
E1160,2024-08-16,06:51,13:51,Noche,Planta de Producción,
E514,2024-09-20,02:11,09:11,Noche,Planta de Producción,
E227,2024-07-04,18:02,02:02,Mañana,Almacén,
E043,2025-04-21,20:30,02:30,Mañana,Planta de Producción,Voluptatibus minima nesciunt sint.
E1166,2024-08-04,19:20,03:20,Libre,Planta de Producción,
E094,2024-12-01,13:46,21:46,Noche,Oficina Remota,
E107,2025-03-27,17:22,23:22,Noche,Oficina Remota,
E572,2025-01-31,12:17,19:17,Noche,Almacén,
E088,2024-12-17,07:30,14:30,Tarde,Oficina Central,
E378,2024-08-09,10:17,18:17,Noche,Oficina Remota,
E1123,2025-01-09,23:17,05:17,Mañana,Almacén,
E446,2024-07-01,09:12,17:12,Noche,Planta de Producción,
E1196,2024-07-12,11:36,17:36,Libre,Oficina Central,
E940,2024-11-25,09:10,16:10,Tarde,Planta de Producción,
E290,2024-09-17,13:58,20:58,Noche,Almacén,
E161,2025-04-19,03:40,10:40,Tarde,Oficina Remota,Commodi dolor voluptatum totam at sapiente.
E217,2024-08-13,11:27,17:27,Libre,Almacén,
E042,2024-11-08,02:01,09:01,Noche,Almacén,
E486,2025-03-14,05:12,12:12,Libre,Oficina Central,Ipsa voluptatum sequi consequatur at.
E1084,2024-09-03,02:17,10:17,Mañana,Planta de Producción,
E198,2025-04-08,14:54,22:54,Noche,Oficina Remota,
E279,2024-12-12,09:47,15:47,Mañana,Oficina Remota,
E164,2024-10-08,11:24,17:24,Mañana,Planta de Producción,
E022,2024-06-06,21:22,04:22,Libre,Almacén,
E672,2024-09-26,01:08,07:08,Tarde,Oficina Central,
E588,2024-12-05,23:26,07:26,Mañana,Oficina Remota,
E554,2025-02-13,13:57,19:57,Mañana,Planta de Producción,
E633,2025-01-06,22:15,06:15,Tarde,Planta de Producción,
E436,2024-05-13,00:24,07:24,Tarde,Oficina Central,
E787,2025-01-04,16:28,23:28,Libre,Planta de Producción,
E474,2024-06-25,17:05,23:05,Noche,Almacén,
E854,2025-01-01,04:58,11:58,Mañana,Oficina Central,Dolores voluptates laborum nemo officiis.
E161,2024-06-04,18:08,00:08,Mañana,Oficina Remota,
E086,2024-05-18,06:54,13:54,Noche,Oficina Central,
E637,2025-01-22,19:49,03:49,Tarde,Oficina Remota,
E253,2025-04-12,00:55,07:55,Mañana,Planta de Producción,
E079,2024-10-21,19:39,01:39,Libre,Oficina Central,Eaque suscipit recusandae rem consectetur vel.
E368,2024-05-10,19:49,03:49,Noche,Almacén,
E678,2024-12-25,06:04,12:04,Tarde,Planta de Producción,
E431,2025-02-12,08:22,16:22,Noche,Almacén,
E258,2024-11-07,09:18,16:18,Noche,Oficina Central,Quos voluptate quas modi nobis harum.
E063,2024-05-27,08:19,14:19,Tarde,Oficina Central,
E1115,2024-11-02,14:21,22:21,Libre,Almacén,
E1066,2024-09-17,15:16,21:16,Noche,Planta de Producción,
E1102,2024-11-09,03:13,11:13,Libre,Oficina Central,
E360,2024-10-18,12:04,20:04,Noche,Oficina Central,
E1087,2025-01-13,22:30,04:30,Tarde,Almacén,
E209,2025-03-03,03:17,09:17,Tarde,Oficina Central,
E466,2024-12-03,00:13,08:13,Tarde,Oficina Central,
E732,2024-11-22,12:16,18:16,Mañana,Almacén,
E824,2024-08-01,08:34,14:34,Tarde,Oficina Remota,
E127,2024-04-28,05:21,11:21,Mañana,Almacén,
E132,2024-04-26,07:46,14:46,Noche,Oficina Remota,
E624,2024-05-01,06:55,13:55,Tarde,Oficina Remota,
E730,2025-02-20,13:20,20:20,Tarde,Oficina Remota,
E378,2025-04-14,02:09,09:09,Tarde,Oficina Remota,Fugiat sed accusamus quasi deleniti.
E740,2024-06-29,15:18,23:18,Tarde,Planta de Producción,
E1024,2025-01-06,11:19,17:19,Libre,Planta de Producción,
E1056,2024-07-08,12:54,19:54,Mañana,Planta de Producción,
E210,2024-11-07,01:33,08:33,Mañana,Almacén,
E970,2025-02-19,20:04,02:04,Noche,Oficina Central,
E1184,2024-09-12,21:23,03:23,Tarde,Oficina Remota,
E750,2024-05-09,06:44,12:44,Mañana,Oficina Central,
E628,2024-06-04,08:03,15:03,Tarde,Almacén,
E962,2025-01-04,11:04,18:04,Libre,Oficina Remota,
E702,2024-08-18,18:28,02:28,Libre,Almacén,
E050,2025-04-20,13:49,19:49,Mañana,Almacén,
E785,2024-07-16,19:03,03:03,Noche,Almacén,
E124,2025-03-30,12:10,18:10,Mañana,Oficina Remota,
E1118,2024-12-29,19:29,02:29,Tarde,Oficina Remota,Illo est quia iste reiciendis omnis.
E744,2024-05-06,04:28,10:28,Noche,Oficina Remota,
E887,2024-07-04,04:12,10:12,Libre,Oficina Central,
E476,2024-07-22,05:03,13:03,Libre,Almacén,
E654,2024-07-18,23:40,05:40,Libre,Almacén,
E944,2024-10-06,18:58,02:58,Tarde,Planta de Producción,
E550,2024-05-12,07:29,15:29,Libre,Planta de Producción,
E399,2024-10-25,01:38,09:38,Libre,Oficina Central,
E612,2024-05-08,10:23,16:23,Libre,Almacén,Mollitia aliquam velit iure.
E577,2024-06-01,09:06,15:06,Libre,Oficina Central,
E801,2024-12-07,14:53,22:53,Tarde,Oficina Remota,
E929,2024-05-26,06:08,12:08,Libre,Planta de Producción,
E096,2024-09-01,06:00,14:00,Mañana,Oficina Central,Accusamus earum incidunt nostrum minus.
E641,2025-02-12,06:24,13:24,Tarde,Oficina Remota,
E1136,2024-08-30,14:28,21:28,Mañana,Oficina Remota,
E526,2024-09-05,06:28,14:28,Tarde,Oficina Remota,
E1084,2024-11-26,03:59,10:59,Noche,Oficina Central,
E795,2024-12-09,12:41,19:41,Libre,Oficina Central,
E295,2024-10-02,04:01,12:01,Mañana,Oficina Remota,
E423,2025-01-21,19:52,03:52,Tarde,Oficina Central,
E871,2025-03-05,22:40,06:40,Mañana,Almacén,
E754,2024-05-04,04:57,11:57,Noche,Oficina Remota,
E1177,2024-06-02,10:02,17:02,Libre,Oficina Remota,
E072,2025-03-03,05:27,12:27,Noche,Oficina Remota,
E081,2024-07-22,18:22,02:22,Libre,Oficina Central,
E613,2024-06-08,23:03,07:03,Noche,Planta de Producción,Assumenda ullam error asperiores.
E636,2025-01-27,05:47,11:47,Libre,Oficina Remota,Deleniti inventore rem numquam.
E457,2025-01-04,19:18,03:18,Libre,Oficina Remota,
E228,2024-12-17,09:29,17:29,Noche,Oficina Central,
E564,2025-04-14,22:34,05:34,Mañana,Planta de Producción,
E1047,2024-08-06,18:19,02:19,Noche,Almacén,
E084,2024-09-04,02:03,08:03,Tarde,Oficina Remota,
E572,2024-10-17,15:02,21:02,Mañana,Oficina Central,
E592,2024-11-29,10:26,17:26,Noche,Planta de Producción,
E1018,2024-06-19,05:59,12:59,Mañana,Almacén,
E039,2024-07-12,17:49,23:49,Tarde,Almacén,
E014,2024-09-17,01:09,08:09,Noche,Planta de Producción,
E435,2024-05-31,00:31,06:31,Libre,Almacén,
E643,2024-05-04,01:02,09:02,Noche,Almacén,
E662,2024-11-09,14:39,20:39,Tarde,Planta de Producción,
E208,2024-07-21,21:50,04:50,Tarde,Almacén,Doloribus perspiciatis modi ea incidunt.
E1123,2024-09-14,04:35,11:35,Tarde,Oficina Remota,
E296,2024-06-14,18:46,02:46,Libre,Almacén,
E859,2024-08-10,04:16,11:16,Mañana,Planta de Producción,
E1004,2025-04-10,13:04,21:04,Tarde,Oficina Remota,
E1188,2025-01-28,11:29,19:29,Tarde,Almacén,
E901,2024-09-22,09:31,16:31,Libre,Planta de Producción,
E047,2024-07-07,03:02,09:02,Noche,Oficina Central,
E552,2024-10-31,10:03,17:03,Libre,Oficina Central,
E894,2024-10-24,16:46,00:46,Libre,Oficina Remota,
E711,2024-06-26,04:46,10:46,Libre,Planta de Producción,
E805,2025-02-16,18:27,02:27,Tarde,Oficina Remota,
E835,2025-01-09,13:22,19:22,Tarde,Almacén,
E756,2024-08-16,17:17,23:17,Mañana,Almacén,
E318,2024-05-25,01:47,07:47,Libre,Oficina Central,
E1190,2024-07-14,21:58,04:58,Noche,Almacén,
E076,2024-08-14,21:31,05:31,Mañana,Oficina Remota,Tempora dolorem quis esse sunt.
E404,2024-05-02,12:44,20:44,Mañana,Almacén,
E316,2025-02-10,22:42,06:42,Noche,Oficina Remota,
